gender,age,no_of_people_contribute_income,relationship_status,children_status,financially_independent,occupation,housing situation,have_roomates,country,living environment,commute,highest level of education attained?,gross_annual_wage,total_portfolio,amount_for_fi,amount_for_re,curr_percentage_of_fi,frequency_of_checking_balance,do_you_move_when_fi,how_financially_stable_childhood_home,parent/guardian_financial_status,did_parent/guardian_teach_about_money,age_when_financially_literate,age_when_learnt_about_fi,education,job,housing_situation,location,spending_habits,frugality,logical_thinking,creativity,drive_for_self_improvement,importance_of_relationship,internet_consumption,introversion,religiousness_level,response_release_consent
Male,23,1,"In a relationship, but not married",Undecided,No,Business and Financial Operations Occupations,Rent,Yes,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",125000,25000,500000,500000,10,Multiple times per week,"Yes, within my country",Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",15,12,Yes,Yes,Yes,No,Yes,4,5,3,5,4,4,4,1,Yes
Male,29,1,Divorced,Plan Children,No,Other (please specify),Rent,No,United States of America,Suburban,<10 minutes,Graduate degree,88330,183261,5000000,1000000,40,Daily,"Yes, within my country",Mostly Unstable,Upper-Middle Class,"Yes, only basic savings and budgeting",14,23,No,No,Yes,Yes,Yes,5,5,4,5,3,4,4,1,Yes
Female,25,3,"Single, never married",Do not plan to have children,No,Business and Financial Operations Occupations,Rent,Yes,Ireland,Urban,10-30 minutes,Associate's Degree or Trade School,24214,12107,275000,275000,5,Multiple times per month,"Yes, within my country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",24,25,No,No,Yes,No,Yes,5,4,2,1,3,4,2,1,Yes
Other (please specify),25,1,"In a relationship, but not married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",115000,200000,600000,1000000,33,Multiple times per month,"Yes, to another country",Mostly Stable,Upper-Middle Class,"Yes, including investing and retirement planning",13,22,No,No,No,No,Yes,3,4,2,3,2,4,4,1,Yes
Male,26,1,"In a relationship, but not married",Do not plan to have children,No,Food Preparation and Serving Related Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",15000,2000,1000000,1000000,1,Weekly,Unsure,Extremely Stable,Upper-Middle Class,"No, we did not talk about it",22,26,Yes,Yes,Yes,No,Yes,5,4,2,3,2,4,3,1,Yes
Female,23,1,"Single, never married",Undecided,No,Business and Financial Operations Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",80000,70000,1100000,1100000,6.4,Multiple times a day,Unsure,Mostly Stable,Upper-Middle Class,"Yes, including investing and retirement planning",22,22,Yes,No,Yes,Yes,Yes,4,3,4,4,4,3,4,1,Yes
Male,25,1,"Single, never married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",86200,85000,650000,1200000,13,Daily,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",23,23,No,No,Yes,Yes,Yes,3,4,3,3,4,4,3,3,Yes
Male,25,1,"Single, never married",Undecided,No,Legal Occupations,Rent,No,Canada,Urban,<10 minutes,"College graduate, Bachelor's Degree",50000,54000,400000,1000000,13,Multiple times a day,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",21,24,No,No,Yes,Yes,Yes,4,5,2,5,2,4,4,4,Yes
Male,22,1,"Single, never married",Undecided,No,"Life, Physical, and Social Science Occupations",Other (please specify),No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",48000,25000,1000000,3000000,3,Multiple times per week,No,Extremely Stable,Middle Class,"Yes, only basic savings and budgeting",16,19,Yes,No,Yes,No,Yes,4,5,3,2,4,5,3,2,Yes
Male,37,2,Married,Have Children,Yes,Architecture and Engineering Occupations,Own,No,United States of America,Rural,10-30 minutes,Graduate degree,130000,300000,1250000,1000000,25,Multiple times per week,"Yes, within my country",Somewhat Unstable,Lower-Middle Class,"No, we did not talk about it",29,32,No,Yes,Yes,Yes,Yes,4,5,4,4,1,3,5,1,Yes
Male,29,1,"Single, never married",Do not plan to have children,No,Other (please specify),Rent,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",80000,22000,600000,1000000,2,Daily,"Yes, within my country",Somewhat Stable,Middle Class,"No, we did not talk about it",25,25,No,Yes,Yes,Yes,Yes,3,5,3,4,2,5,2,1,Yes
Male,32,2,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",152000,216000,1200000,1800000,33,Multiple times per week,No,Somewhat Unstable,Middle Class,"No, we did not talk about it",24,30,No,No,No,No,Yes,3,5,2,2,3,4,4,1,Yes
Male,26,2,"In a relationship, but not married",Undecided,No,Other (please specify),Other (please specify),Yes,United States of America,Rural,10-30 minutes,"College graduate, Bachelor's Degree",68000,194000,1000000,1000000,19,Daily,Unsure,Mostly Stable,Upper-Middle Class,"Yes, including investing and retirement planning",13,18,Yes,Yes,Yes,Yes,Yes,4,4,1,3,4,4,3,1,Yes
Male,22,1,"In a relationship, but not married",Plan Children,No,Healthcare Practitioners and Technical Occupations,Live with family,Yes,United States of America,Urban,10-30 minutes,Graduate degree,68000,13000,1125000,1500000,1.6,Multiple times per week,"Yes, within my country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",18,21,Yes,Yes,Yes,Yes,Yes,3,5,2,4,5,3,3,1,Yes
Male,27,1,"Single, never married",Undecided,No,Architecture and Engineering Occupations,Rent,No,United States of America,Rural,60-90 minutes,"College graduate, Bachelor's Degree",195000,450000,1000000,2000000,50,Weekly,No,Extremely Unstable,Poor,"No, we did not talk about it",22,22,Yes,Yes,Yes,Yes,Yes,3,4,1,3,3,5,2,1,Yes
Male,34,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,60-90 minutes,Graduate degree,365000,765000,1500000,1500000,50,Multiple times a day,Unsure,Mostly Stable,Upper-Middle Class,"No, we did not talk about it",15,25,No,No,Yes,Yes,Yes,3,4,3,3,2,5,4,1,Yes
Female,25,1,"Single, never married",Undecided,No,Business and Financial Operations Occupations,Live with family,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",35700,2917,600000,1000000,0,Daily,No,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",24,24,No,No,Yes,No,Yes,2,4,3,3,3,3,2,1,Yes
Male,34,2,Married,Plan Children,No,Office and Administrative Support Occupations,Own,No,Denmark,Suburban,30-60 minutes,Graduate degree,140000,100000,800000,1200000,12,Multiple times per week,No,Mostly Stable,Middle Class,"No, we did not talk about it",13,30,No,Yes,Yes,Yes,Yes,2,4,2,2,2,5,4,1,Yes
Male,25,1,"In a relationship, but not married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",550000,400000,750000,2000000,53,Multiple times per week,"Yes, within my country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",22,23,No,No,Yes,Yes,Yes,4,4,4,5,3,4,3,3,Yes
Male,24,2,"In a relationship, but not married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",45000,40000,600000,1000000,8,Multiple times per month,"Yes, within my country",Extremely Unstable,Upper-Middle Class,"Yes, including investing and retirement planning",15,22,No,Yes,Yes,Yes,No,5,5,3,4,4,5,5,1,Yes
Male,24,1,"Single, never married",Plan Children,No,Production and Manufacturing Occupations,Rent,No,Germany,Urban,30-60 minutes,Multiple graduate degrees,60000,75000,750000,1500000,10,Daily,Unsure,Extremely Stable,Middle Class,"Yes, only basic savings and budgeting",22,24,Yes,Yes,Yes,Yes,Yes,4,5,3,5,2,5,4,1,Yes
Male,33,2,Married,Plan Children,No,Business and Financial Operations Occupations,Own,No,United States of America,Urban,Work at home,"College graduate, Bachelor's Degree",300000,600000,1000000,1750000,60,Multiple times a day,No,Extremely Stable,Extremely Wealthy,"Yes, including investing and retirement planning",25,30,No,No,No,No,Yes,4,5,4,5,5,5,3,1,Yes
Male,28,1,"Single, never married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,Work at home,"College graduate, Bachelor's Degree",250000,1000000,5000000,2000000,25,Multiple times per week,"Yes, within my country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",10,27,No,No,No,No,No,2,5,5,5,3,5,4,1,Yes
Male,36,1,Married,Have Children,No,Healthcare Practitioners and Technical Occupations,Own,No,United States of America,Suburban,10-30 minutes,Multiple graduate degrees,1500000,2600000,3000000,5000000,50,Weekly,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",16,29,No,No,No,No,Yes,5,5,3,4,3,5,4,4,Yes
Male,50,1,"Single, never married",Undecided,No,Business and Financial Operations Occupations,Rent,No,Eritrea,Urban,30-60 minutes,"College graduate, Bachelor's Degree",60000,675000,2000000,2000000,50,Multiple times per week,"Yes, to another country",Mostly Unstable,Middle Class,"No, we did not talk about it",28,40,No,No,Yes,Yes,Yes,4,4,2,4,3,4,4,4,Yes
Male,38,1,"Single, never married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",85000,0,2000000,3000000,0,Multiple times per week,"Yes, to another country",Somewhat Unstable,Poor,"No, they were not financially savvy",35,37,No,Yes,Yes,Yes,Yes,2,4,3,4,4,4,3,1,Yes
Male,24,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",70000,190000,1500000,2000000,10,Monthly,"Yes, within my country",Mostly Stable,Middle Class,"Yes, including investing and retirement planning",16,20,No,No,Yes,No,Yes,5,4,4,3,3,3,4,1,Yes
Female,29,1,"Single, never married",Do not plan to have children,No,Office and Administrative Support Occupations,Rent,No,United States of America,Urban,30-60 minutes,"Some college, no degree",43900,0,600000,2000000,0,Multiple times a day,Unsure,Somewhat Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",19,25,No,Yes,Yes,Yes,Yes,3,5,5,4,3,5,4,3,Yes
Male,21,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,Germany,Urban,<10 minutes,"Some college, no degree",7000,3000,600000,750000,0,Multiple times per week,Unsure,Extremely Stable,Middle Class,"Yes, only basic savings and budgeting",20,20,No,No,Yes,No,Yes,2,3,2,3,2,4,3,1,Yes
Female,28,2,Married,Plan Children,No,Architecture and Engineering Occupations,Own,No,United States of America,Rural,30-60 minutes,Graduate degree,330000,715000,720000,1500000,90,Multiple times per month,"Yes, within my country",Extremely Unstable,Middle Class,"No, we did not talk about it",19,23,No,Yes,Yes,Yes,Yes,4,4,3,3,5,3,3,3,Yes
Male,41,2,Divorced - Remarried,Have Children,No,Legal Occupations,Own,No,United States of America,Suburban,Work at home,Multiple graduate degrees,175000,1200000,2000000,2500000,60,Weekly,No,Somewhat Stable,Wealthy,"Yes, including investing and retirement planning",12,30,Yes,Yes,Yes,Yes,Yes,4,5,3,4,3,4,4,3,Yes
Female,32,2,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",203000,80000,2200000,25000000,4,Daily,Unsure,Extremely Stable,Wealthy,"No, we did not talk about it",26,28,No,No,No,No,Yes,1,5,5,5,4,4,2,1,Yes
Female,33,2,Married,Have Children,No,Healthcare Support Occupations,Own,No,United States of America,Urban,<10 minutes,Graduate degree,175000,212000,1500000,1500000,25,Weekly,Unsure,Mostly Stable,Middle Class,"No, we did not talk about it",22,28,No,Yes,No,No,Yes,4,4,2,2,2,4,4,1,Yes
Male,27,1,"In a relationship, but not married",Undecided,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",90000,60000,625000,1000000,10,Monthly,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",16,25,Yes,Yes,Yes,No,Yes,4,5,2,4,3,4,5,2,Yes
Male,34,2,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,<10 minutes,Graduate degree,380000,585000,2000000,4000000,45,Monthly,"Yes, within my country",Mostly Stable,Wealthy,"Yes, only basic savings and budgeting",21,28,No,Yes,Yes,No,No,3,5,5,5,3,4,2,1,Yes
Male,26,2,Married,Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Urban,10-30 minutes,Some graduate school,150000,40000,750000,1250000,10,Multiple times per week,Unsure,Extremely Stable,Middle Class,"Yes, including investing and retirement planning",14,24,Yes,Yes,Yes,Yes,Yes,4,5,2,4,5,4,1,1,Yes
Male,42,1,"Single, never married",Do not plan to have children,No,Management Occupations,Own,No,United States of America,Suburban,10-30 minutes,Graduate degree,47000,262000,500000,600000,40,Weekly,No,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",24,24,No,No,Yes,Yes,Yes,5,5,4,3,2,5,4,1,Yes
Male,27,2,Married,Have Children,No,Sales and Related Occupations,Rent,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",250000,300000,1000000,2000000,40,Daily,Unsure,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",22,22,No,Yes,Yes,Yes,Yes,3,4,3,4,3,5,4,2,Yes
Male,28,2,"In a relationship, but not married",Plan Children,No,Healthcare Practitioners and Technical Occupations,Rent,No,United States of America,Urban,<10 minutes,Graduate degree,98000,190000,1500000,2500000,7.6,Multiple times per week,No,Mostly Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",23,24,No,No,Yes,Yes,Yes,4,5,2,5,5,4,4,1,Yes
Male,25,1,"In a relationship, but not married",Undecided,No,Sales and Related Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",75000,200000,2000000,3000000,10,Weekly,"Yes, nearby",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",22,23,No,No,Yes,No,Yes,4,4,2,3,3,5,4,1,Yes
Male,28,1,Married,Have Children,No,Business and Financial Operations Occupations,Rent,Yes,United States of America,Urban,30-60 minutes,Multiple graduate degrees,180000,60000,1000000,1500000,9,Daily,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",22,27,No,Yes,Yes,Yes,Yes,5,5,4,4,5,3,3,4,Yes
Female,27,1,"In a relationship, but not married",Plan Children,No,Production and Manufacturing Occupations,Own,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",95000,180000,1200000,2400000,15,Weekly,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",23,25,No,No,No,No,Yes,4,3,2,3,5,4,4,3,Yes
Male,34,1,"In a relationship, but not married",Undecided,No,Production and Manufacturing Occupations,Own,No,United States of America,Suburban,<10 minutes,Graduate degree,170000,680000,1200000,1800000,60,Daily,No,Somewhat Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",25,31,No,Yes,Yes,Yes,Yes,3,5,4,4,3,4,4,1,Yes
Male,30,1,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",185000,295000,1500000,5000000,12,Daily,No,Mostly Unstable,Middle Class,"No, they were not financially savvy",25,29,No,Yes,No,No,Yes,4,5,2,5,3,5,5,3,Yes
Female,24,1,"Single, never married",Undecided,No,Production and Manufacturing Occupations,Rent,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",86000,128000,1000000,1600000,12.8,Multiple times per week,Unsure,Extremely Stable,Middle Class,"Yes, only basic savings and budgeting",18,23,Yes,Yes,Yes,Yes,Yes,4,4,4,3,3,2,4,1,Yes
Male,46,2,Married,Have Children,Yes,Business and Financial Operations Occupations,Own,No,Canada,Urban,<10 minutes,Graduate degree,250000,2500000,2500000,3500000,100,Multiple times per week,No,Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",35,43,No,No,No,No,Yes,2,4,2,3,3,4,3,3,Yes
Male,24,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Suburban,10-30 minutes,Some graduate school,103000,1800,750000,1250000,0,Monthly,"Yes, within my country",Somewhat Stable,Middle Class,"No, they were not financially savvy",23,22,Yes,Yes,Yes,Yes,Yes,4,5,4,4,3,5,5,1,Yes
Female,25,1,"In a relationship, but not married",Undecided,No,Community and Social Service Occupations,Live with family,Yes,New Zealand,Urban,30-60 minutes,Graduate degree,30000,12000,390000,500000,5,Weekly,Unsure,Extremely Stable,Wealthy,"No, we did not talk about it",24,24,No,No,Yes,No,Yes,4,3,4,4,4,4,4,1,Yes
